name,line
Andy and Dwight,"""I don't know when-"""
Jim,"That would be great, thank you."
Andy and Dwight,"""But we'll get together then, we're gonna have a good time-"""
Jim,"No, I know I need to work, I just- I feel weird not being home."
Jim,I am not surprised that Dwight's using my baby to steal my desk. I'm a little surprised that it's working.
Erin,This fax came for you.
Jo,Oh no no no! Are you feeling ill?
Erin,Uh...
Jo,"Oh no honey, if you got a bug, I want you to go on home. I can't have you getting Callie and Jo Jr. sick. These dogs have got to be in a commercial with Dwight Howard next week."
Erin,Oh! No. I feel like I could lift a car.
Jo,"Yeah, but you sound like death, girl. Now why don't you go on home and take care of yourself and get in bed. And shred that and have them send me a clean fax, okay?"
Erin,Well...
Andy,She should go home. It's not the end of the world. We'll go on our date next week. She's still gonna like me in a week. Right?
Jo,Yes?
Andy,I was just working at my desk and I wanted to run some new leads by you.
Jo,Oh! You're sick! Dangit! That's exactly why I sent that receptionist home.
Andy,"No, no, no, no, no."
Jo,Get everybody sick in the office.
Andy,I have some good ideas...
Jo,We don't need any heroes here honey. It's time for you to get on home now.
Andy,You sure?
Jo,You'll probably feel better once you get some pants on. Come on.
Michael,Very nice.
Daryl,"Not bad, huh?"
Michael,"A real Hoop Dreams story you got there. Oh man, you seem to have caught Jo's eye. How'd you make that happen?"
Daryl,I impressed her with my good ideas.
Michael,"Hm mm. Seriously, how did you do it?"
Daryl,I made a suggestion at the meeting that was good. You were there.
Michael,"How do I put this delicately? Does her family owe your family something, in terms of a past injustice?"
Daryl,"Now Mike, I have to ask you to leave, so that I can learn about this tiny television."
Michael,Okay. All right.
Jo,Hey there.
Michael,Hey there. So I think I'm done. Gonna head out. Unless you want to chat. Like we were doing earlier.
Jo,Well there's chatting time and there's working time. I'm still on working time.
Michael,"Mm? Well, the clock says chatting time, so."
Jo,"Well, if you feel like you've done a solid days work..."
Michael,Right. What?
Jo,"Well I mean, if you can put your name on this day, and be proud of the amount of work you've done, then, by all means, you should toodle on home."
Michael,Mm. mm. Oh well.
Jo,Anything else I can help you with?
Michael,"No, no, no. That's super-clear-ish. Nope. Nope. Nope. Nope."
Kevin,"Just because Jo has no life, does not mean that the rest of us don't have lives. Oscar has a life. I think Ryan has a life. This is outrageous."
Michael,Hey Pack-man.
Todd Packer,"Hey what's up, Butt-plug?"
Michael,How you doing stud? You already there?
Todd Packer,"Dude, I've been here since three! I've boot and rallied twice."
Michael,How's the lady situation?
Todd Packer,Fat and ugly. You might actually have a chance.
Michael,"Ah damn. That sounds great. Unfortunately I am stuck here, because my boss is making us work late."
Todd Packer,"Oh here's what you do. Hike up your skirt and pull out your tampon, borrow some balls and come meet me!"
Michael,Yeah. Maybe next year.
Todd Packer,"Maybe next ""queer."" Hey ladies, who wants some bangers and mash?"
Erin,Oh! Andy!
Andy,Hi!
Erin,I'm in my jammy-jams!
Andy,"That's okay, I'm in my ""worky-works."" You look amazing!"
Erin,"Oh, thanks. Come in!"
Meredith,Hey! Me and Creed are in. Are you guys in?
Kevin,Oh I'm in.
Oscar,I'm in.
Meredith,All right.
Jo,"Oh, you don't become the most powerful woman in Tallahassee by slacking off. You do it by working hard. Or marrying rich. I did both!"
Dwight,"Ah. Got a little client meeting at Shanny O'Gannigan's tonight. It shouldn't go all night long, so if you'd like me to, I could swing by your house so the baby can experience a strong male presence. No? Nothing? Okay. Have fun working."
Dwight,"Hi there Jo. Sorry to interrupt. Um, this evening I have..."
Jo,Hello?
Jim,"Hey Jo, it's Jim Halpert. I actually scheduled a meeting at 7"
Jo,"Well sure. You know, you go ahead and push some printers."
Jim,"You know I will. And by the way, seriously, we never, never do this!"
Jo,Okay.
Jim,Okay.
Jo,Sorry Sugar. What'd you want?
Dwight,"Well, you see, I actually do have a meeting. With a client. I'm just gonna reschedule for next week."
Jo,Thank you.
Jim,Thanks again by the way.
Daryl,Hey! What are you fellas doing up here?
Warehouse guy 1,We're here to bust you out!
Daryl,"I wish, but uh-"
Warehouse guy 1,Dude! Your shirt tucked in?
Daryl,"Oh. Yeah, um, I must have did that when I was in the bathroom. All right then, uh, let me get to it."
Warehouse guy 1,All right.
Warehouse guy 2,See you later.
Erin,Your hand's cold.
Andy,It is? I'm sorry.
Erin,"Yeah, have some more blanket."
Andy,"Okay, thanks."
Reid,What's up?
Andy,Whoa!
Erin,"You're awake. Andy, this is my brother, Reid."
Andy,I didn't know you had a brother.
Erin,He's my foster brother.
Andy,"Well, any brother of Erin's is a friend of mine. Nice to meet you. Andy Bernard."
Reid,Cold hands.
Andy,"Are we rotating seats, or?"
Reid,"Oh yeah, you're the guest. Take the easy chair, best seat in the house. Plus, you don't have to sit next to this big dork and her smelly feet."
Erin,"Hey! My feet aren't smelly, they smell like roses. Smell them!"
Reid,Ooh!
Andy,"So, how does the whole foster sibling thing work? Do you guys share one parent or-?"
Erin,None. We were in the same house from ages ten to twelve. And then from fifteen to eighteen.
Andy,All right. Formative years.
Reid,Nice skirt.
Andy,"Yeah, it's a kilt."
Night cleaning crew,"Oh! Sorry! Sorry, sorry."
Angela,"Yes, I'm anxious to get off work. But let me be clear. It's not to celebrate St Patrick's Day. It's so I can protest St. Patrick's Day."
Jo,Overnight all my damn bags home. I'm carrying nothing but my Sable gloves. I've had it with Homeland Security. And I want you to put all those tracking numbers in my Blackberry.
Michael,How late do we have to work tonight?
Michael,"Hey Jim, Jim. Come here. Do you know who that is?"
Jim,"Alright. Then we're back to cash. And I got to say, if giving a small percentage of our commissions is going to smooth all this over, I'm for it."
Jim,No.
Phyllis,"Okay, fine. Cash it is."
Michael,"Look at him. Look at him - t-shirt, jeans..."
Andy,"Erin just texted me back. 'People love shells from far-away beaches""."
Jim,Is he you?
Michael,"Okay, Dwight. Here we go oh god."
Michael,I am flattered. That's Johnny Depp.
Dwight,Oh
Jim,Where did you take that?
Michael,"We're never going to find those leads, are we?"
Michael,In my condo complex.
Dwight,"Wow. Amazing, isn't it. No other animal on earth could do this. Maybe beavers. But not like this."
Jim,"Oh my God, that's right. I read in People magazine that he was looking for a two-bedroom condo in Scranton."
Phyllis,"So how about, guys, one percent commission a month instead of two, what do you -"
Michael,"I am flipping out, man. I mean, you remember my idea for the fourth Pirates movie."
Jim,"No, we agreed, two percent for the quarter. Okay Hey everybody!"
Jim,Sure. That they should do one.
Meredith,Nice spread. We get it. You eat like royalty.
Michael,"Hey, Jim, Jim - where, where do I find the Black Pearl?"
Jim,"No, no - this is a representation of how we feel. And how we feel is"
Jim,Who's that?
Andy,Yeah. We wanted to bring you in and make a peace offering.
Michael,"Captain Jack Sparrow. Captain Jack Sparrow, Jim."
Phyllis,"Yeah, we wanted to do the right thing. So..."
Jim,John Dillinger.
Oscar,"Way to go, guys. This was an integrity move."
Michael,No. I'm Captain Jack Sparrow.
Kevin,"Yeah. When we walked in here, we were all prepared to tell you to go to hell."
Jim,Captain Crunch.
Angela,Do you have any pastries without fruit?
Michael,"Okay, okay. Screw you, Halpert. You know, it's not easy getting excited about stuff. Remember how you felt when you thought you'd seen Roger Clemens?"
Jim,Yes! We do. Eclairs.
Jim,At the Yankees game. Yeah.
Stanley,"Well, you better be happy, taking two percent of our -"
Michael,"Yeah. Well, it wasn't him."
Jim,#NAME?
Jim,"I had a little better reason to believe that... You're right. You're right. Well, you're not right, because Johnny Depp..."
Phyllis,"Our treats, Stanley, they've accepted our simple offer of treats. Nothing more."
Michael,"I know, I know."
Stanley,This is - nice! All of us back together.
Jim,...in your condo complex.
Michael,This Why would somebody throw that out?
Michael,I know! It also explains why the name on his mailbox was M Shulman.
Dwight,"Hey You know who'd like this? Phyllis. Purple, much?"
Jim,M. Night Shulman?
Michael,"Yeah, she does - she loves purple. Does it stink?"
Michael,"First up, the lost and found has gone missing. It itself is lost, so please, try not to lose anything until we find it. Ah, pet day. If you don't have a pet, please don't feel like -"
Dwight,Yeah
Stanley,When are we getting to sales topics?
Michael,"Know what would be a great picture here? Just this whole dump, and in the middle, one flower. That's it. And the caption would read"
Dwight,"Yeah, what about those leads? Did you hear anything from corporate?"
Dwight,Hope - grows.
Michael,"Ah, yes, the leads. The leads that Sabre has spent $50,000 to get from a market research company... are not here yet. But will be.. No, no, meeting's not over."
Michael,In the dump.
Phyllis,But is there anything relevant to the sales staff here?
Dwight,Woo hoo!
Michael,No sales topic per se.
Stanley,Good news that you found our leads?
Andy,Well then no Andy Bernard per se.
Michael,No! Better!
Michael,Dwight?
Dwight,We have an awesome bean bag chair that's perfect for the break room.
Dwight,"Sorry, Michael, I got calls to make."
Phyllis,Yuck. I'm not going to sit on that disgusting seat.
Michael,"I would like your undivided attention, please."
Dwight,"Yeah, damn right you're not. 'Cause it's for me and Michael only"
Dwight,You couldn't handle my undivided attention.
Andy,It's freezing out here.
Michael,"Over the last few weeks, things have been changing here. Sabre says it is our duty to support the sales team and the salesmen are letting it go to their heads. I think it's kind of screwed up, because the way this place used to work was"
Erin,Go on. I have warm blood.
Dwight,"Listen, Michael - about what happened earlier."
Andy,"Oh wow, thank you. You're the nicest person I've ever met."
Michael,Yeah.
Dwight,When I was asking about the leads.
Michael,M-hmm.
Dwight,... is there any news on the leads?
Michael,Is that all you have to say to me?
Dwight,"Yeah. You got any news on the leads? ... Okay, I'll tell you what. I'm going out on a very important sales call. You get any news about the leads, you try me. All of my numbers. All six of my numbers, okay? Including the car phone! Alright, Dwight out!"
Dwight,"Salesman is king. As the best salesman, I am king of kings. Oh, you say Jesus is king of kings? Well. What does that say to you about how I think of myself?"
Angela,Hm-hm. Do you not answer e-mails anymore? Because I've e-mailed you four times asking you to come to my desk.
Phyllis,"Honey, if I don't have time to answer an e-mail, I definitely don't have time to walk over to your desk."
Michael,"Wow, wowie wowie. Congratulations. It's a big cheque."
Jim,"Oh, sorry, wait one second."
Michael,Stop sexting Pam. I'm trying to congratulate you.
Jim,"This is actually a big potential sale, so..."
Michael,You writing your memoirs over there?
Jim,You writing your name over there?
Michael,"Well, it's a pretty big check."
Jim,"That's good. You know, with the kid."
Michael,Okay. Don't gloat. Here's the thing. This kind of money can corrupt people.
Jim,"Alright, here we go. Michael..."
Michael,"I'm just saying, that -"
Jim,Michael - Great.
Andy,"Very nice. Let me just, let me just write that down real quick. Pencil? Can you give me that pencil? Hang on Teddy... I'm making a sale. Sales."
Darryl,There's other pencil's in this office.
Andy,Give me that
Michael,Honey and jelly sandwich time.
Darryl,Michael.
Michael,"Oh, you got to be kidding me. Look at that. That's -"
Darryl,I know who did that.
Michael,You saw who did this and you didn't stop them?
Darryl,Didn't have to see. It was sales. I can feel it. They are out of control.
Michael,The sales department smashed my sandwich.
Darryl,"Yes. All of 'em. Together. It's a conspiracy. Listen to me, Mike, you gotta do something about them."
Michael,You don't get it.
Darryl,You need to get back on top.
Michael,That's what she said.
Darryl,Yeah.
Michael,Yeah.
Erin,"Something came for you, Michael."
Michael,Thank you very much.
Jim,What'd you get?
Michael,"Ah, just the stupid leads."
Jim,Alright!
Stanley,About time.
Andy,Me likey!
Phyllis,"Finally, Michael. Hand 'em over, numbnuts. But seriously. It's your job to give us those leads."
Michael,"Alright. Then I guess I should give them out. Hold on. You know what I'm thinking? I'm thinking that I have something that you want. You guys are acting like you own this place. And you don't. Not even Sabre owns this place. It's a rental. I'm kind of sick of the attitude around here. I'm sick of the cocky walk, I am sick of you throwing your paycheck in my face, I am sick of your uppity attitude, Jim... I think I am not going to give these to you."
Stanley,"We need those leads, Michael. It's our job Michael. Michael!"
Gabe,"Michael, we spent a lot of money on those leads. You have to give them out."
Michael,"Then we are just rewarding their bad behaviour. Okay. Just - imagine that instead of going to jail for murdering someone, you got an ice-cream cone. If that were the case, then in the summertime, everyone would go around killing people for the pleasure of an ice-cream cone."
Gabe,"Michael, I don't want to incentivise murder. But - we've tried to make it clear that our policy emphasises sales staff -"
Michael,They act like I have no power.
Gabe,But you do. You are in charge -
Miichael,Thank you.
Gabe,#NAME?
Michael,"Hmm. Well, if that is what I am required to do, I will do exactly that."
Gabe,"Okay, good."
Michael,Exactly that.
Gabe,Good.
Michael,Exactly that.
Gabe,Why do you keep repeating -
Michael,"Hello. May I have everyone's attention, please? Gabe has instructed me to hand out the leads, so I'm going to give the leads to... King Creed!"
Phyllis,What are you -
Michael,- and to King Meredith!
Stanley,They aren't salespeople!
Michael,And to King Angela! Because today we are all kings. And queens.
Phyllis,What the hell do you think you're doing?
Michael,"I'm giving them the leads, Phyllis."
Jim,Hey.
Michael,Hey.
Jim,"So I'm going to go ahead and save you some time, and tell you that no-one's going to go along with this. But you knew that, right?"
Michael,Mm-hmm.
Jim,"Alright. So why don't you just give me my share of the leads, and I'll start making some calls?"
Michael,Okay.
Jim,"Hey, alright."
Michael,Alright.
Jim,"Ahh, these aren't leads. What are they?"
Michael,"Oh, right, those are clues. And within each clue is a lesson. You learn a lesson, and then you find a lead. The leads are scattered all over the industrial park. I am trying to make your kids respect you. Because a father needs to respect his boss, and kids don't respect the father who doesn't respect the boss. Do you understand that line of logic?"
Jim,I don't think you understand -
Michael,I do understand it.
Jim,This one's a map.
Michael,Or is it?
Angela,"Oh, how the tables have turned. I see you got my e-mail."
Phyllis,Are you gonna give me the leads or not?
Angela,I'll give you the leads. But you know what? It's going to cost you some clerical work
Phyllis,What are these for?
Angela,"It doesn't matter. Fill them out. All of them. Then when you're done, you can watch me shred them."
Kelly,I want to watch the Kardashians! I don't want to watch boring -
Ryan,It's my -
Stanley,The Kardashians is a good show.
Ryan,No it's - how would he even know the Kardashians?
Kelly,It's about a family. A real-life family.
Ryan,"No, Stanley, do you -"
Pam,"Hey baby, what's up?"
Jim,I am currently reading incoherent riddles on blue index cards to find vital information that Michael has hidden all over the office. How are you?
Pam,Nothing but vomit and diapers over here.
Jim,"Oh my god, I couldn't envy you more."
Jim,Having a baby is as exhausting as they say it is. Having two babies - that's just unfair.
Jim,"How about this one - 'When arrogant salesmen are mean to my face, a certain manager will go to his moppy place.'"
Pam,"He means his mopey place, it's under that streetlamp that he thinks was in Casablanca."
Jim,I love you.
Michael,Today I turned an office crisis into a teachable moment. A lesser manager would have screwed this day up royally
Andy,Hey. I guess you probably won't give me your leads since I'm a jerk salesman.
Erin,Yeah. I basically wish you were dead. I hid the leads.
Andy,Where?
Erin,Colder. Colder. Warmer. Warmer. Colder. Colder. Warmer. Warmer. Warmer. Hot. Hotter. Pretty hot. Lower.
Andy,Are you...
Erin,Lower.
Andy,Are you sure?
Erin,Lower
Dwight,"What are you doing, idiot?"
Jim,Michael's stupid scavenger hunt.
Dwight,Scavenger hunt? Here. I can solve it. Give it. 'The treasure you seek is in the parking lot under the first president.'
Jim,Lincoln.
Dwight,The prankster is getting pranked. Ha ha.
Jim,It involves you too.
Dwight,The leads are in?
Dwight,"Michael? Michael, you were supposed to tell me when the leads came in."
Michael,"Well, bigshot, 'If you want to find your leads, go to the man who never breathes'."
Dwight,"Kevin! Damnit Kevin, give me those leads. Where are they? C'mon -"
Kevin,You are never going to find them.
Dwight,Really.
Kevin,I'm going to enjoy this.
Dwight,Gimme the leads. Where are my leads?
Kevin,I'm still enjoying it.
Dwight,Where are they?
Kevin,Turn the trash. Turn the trash.
Dwight,"Turn the trash It's code. Alright, Meredith, take off your dress."
Meredith,Okey-dokey.
Kevin,"No, dear god, no, it's in the trash can. In the kitchen."
Meredith,It's coming off anyway.
Dwight,Clean sack.
Kevin,What -
Erin,I emptied it in the dumpster. With Toby's baba ganoush.
Toby,"If we don't patronise the only Syrian restaurant in town, there'll be nothing left but pan pizzas and make-your-own salads."
Dwight,It's empty!
Michael,Wait. What day is today?
Kevin,"Um, tonight is Ghost Whisperer. So, Friday."
Michael,"Oh my god. Oh my god oh my god, no, no no, hey, hey wait, wait!"
Michael,"Okay. You know what, let's just go to the dump, start looking - Ryan, c'mon, shotgun in my car -"
Phyllis,"Michael, why would we all go to the dump?"
Michael,"Why? Because I am not going to call Sabre and say, 'Hi, you know those very valuable expensive leads that you gave us earlier today? Well, because of a screw-up by a staff member, they're now in the city dump."""
Stanley,"Not your staff, Michael. You."
Michael,"Well, that's not the way it's going t sound. Here's what we're going to do. We'll go to the dump, we'll look around, then we'll all go out and get pizza, maybe catch a movie, late-night drink, some more pizza, call it a night. What do you -"
Toby,"Does it have to be pizza? Could go for a, falafel?"
Michael,Really?
Angela,"I'm not going. You did this, not us."
Michael,"Okay, no, you encouraged it. You were complicit Complicit. You were all successories!"
Darryl,"That sounds fun, mucking around in the dump. Wish I could go."
Michael,You can.
Darryl,I can't. You know that.
Michael,"Okay fine, I get it. I'll just go by myself."
Dwight,"I'll go, Michael. You'll just screw it up."
Dwight,This place has gone to hell.
Michael,"You know, Dwight, there was a time when you'd be pinching yourself to have the opportunity to look through a dump with me."
Dwight,"Yeah, well, the acorn becomes the oak."
Michael,"Yeah. Sometimes the acorn just stays the acorn. If you don't believe me, look in my gutters."
Kelly,"You're adorable. You need to go for it. I'm going to be, like, mad at you if you don't -"
Jim,Phew! Can't wait for this day to be over.
Kelly,Why?
Jim,Just all the - drama.
Kelly,What drama?
Jim,"Between the - us and you guys. It's unnecessary, right?"
Kelly,So unnecessary.
Jim,"Oh, good, phew, thank god you said that."
Kelly,"I mean, if the salesmen weren't acting like such a bunch of stuck-up losers, then this day wouldn't be so bad - did you ever think of that?"
Jim,I have new baby pictures.
Kelly,Don't use your cute baby to make us like you.
Jim,She's wearing a onesie
Stanley,"If we act nice now, then we're rewarding them for treating us poorly."
Jim,Didn't we kind of start it?
Phyllis,I think you're remembering that wrong?
Andy,Yeah.
Phyllis,"I don't know about this. I mean, I think we should hold our ground. The company's changed, and if they don't like it, they can leave. I mean, a lot of their work can be done from India."
Jim,"Can we at least all agree that this is uncomfortable, and may be heading for something bad?"
Andy,"All those who agree, say aye All those opposed -"
Jim,I don't think we need opposed.
Michael,"You've changed, man."
Dwight,"Oh, why, because I have a shot at a $100k commission?"
Michael,"Since when do you care about money? When I first met you, you were a wide-eyed innocent."
Dwight,Hey. There is nothing I can do about my wide-set eyes.
Michael,"No, I'm talking about your personality, Dwight."
Dwight,"When I first met you, I had a lot of job offers. And I had an offer from Ivan Schartsky. The Ivan Schartsky. And if I'd assistant managed him -"
Michael,Assistant to the managed him -
Dwight,"Oh, that's low! I would be number two right now at Home Depot!"
Michael,Yeah.
Dwight,"Okay? Because they promote from within. Instead I had to follow you - you, going nowhere."
Michael,You think you would have done better without me? Really?
Dwight,I hitched my wagon to a horse with no legs.
Michael,Wow. Ohhhkay. Man. When I think about all the time I wasted being your friend - I shouldn't have been hanging out watching karate movies with you -
Dwight,Kung-fu movies!
Michael,"You know what, I should have been doing? I should have been out at bars, finding my soul-mate, finding my wife, making babies -"
Dwight,Nice babies you're making with the floozies at the bars.
Michael,"That's my wife you're talking about, man."
Dwight,Your made-up wife? Who doesn't exist? You watch it!
Michael,"If I wanted to hit you, I would have hit you."
Dwight,Don't do it
Michael,"No no. You just made an enemy with the wrong guy, Dwight. No, time out, time out. Time in!"
Dwight,No!
Michael,Don't even think about that
Dwight,"Stop it, get out! That's my spool."
Phyllis,What's the least we can do to make this okay?
Jim,I'll text Pam. She's really good at this stuff.
Andy,And I'll text Erin. She's really good at this stuff too.
Phyllis,I guess we could give them some of our new commissions.
Stanley,That is a dangerous precedent.
Jim,Pam texted back saying we could give them all iPods.
Phyllis,"Oh, if they don't have an iPod by now they really don't want one."
Dwight,Breathe. Work your core. Come on.
Bar Manager,Get out. Now.
Michael,How many is that?
Michael,"Okay, all right. Okay, whoa. I'm just kidding around. I'm sorry."
Dwight,"Not counting the last one, 25."
Pam,"Ok, um, why don't we just finish the game? Michael, it's your shot."
Michael,Count the last one.
Michael,She can't talk to us that way.
Dwight,"Ok, 25 and one girl push-up!"
Pam,"You guys are stripes, I think..."
Michael,"Oh, new record!"
Michael,"You let somebody talk to you like that, where does it stop?"
Dwight,Okay.
Jim,It stopped.
Michael,"Oh, what did you do today?"
Michael,"Well, I am starting it again!"
Jim,I made a sale.
Pam,Do you guys want some food? The wings are really good here.
Michael,"Oh, yeah, sitting on your big fat butt. Alright, that is the number to beat."
Michael,"Hey, you embarrassed my friends in front of me and I'm gonna need you to go back over to the table and apologize."
Meredith,What do we get if we do 'em?
Bar Manager,Then I am sorry that I didn't kick you out.
Michael,"My respect. Okay, I'll make it a little more interesting. Anyone who does more than 25 push-ups -"
Michael,I am here with my employees. I am here on a date. Hello.
Dwight,And one girl push-up.
Bar Manager,"Well, uh, I'm the manager here, sir."
Michael,"Gets to go home. Ooh! I say 'dance,' they say 'how high?' Here we go. Oh, no. No, no, no. Butt to high. Disqualified!"
Michael,"Well, it just so happens that I am a manager too. And the way I manage people is that I touch their hearts and souls with humor, with love and maybe a dash of razzle-dazzle. And I don't see that from you."
Angela,Ow!
Bar Manager,Is that how you do it?
Michael,"What do we got? Creed, disqualified."
Michael,Yes it is. I am writing a book about it.
Creed,"Oh, come on!"
Bar Manager,Really? How much have you written?
Jim,19. I had a really hard work out this morning.
Michael,I've written all of it... in my head.
Michael,"Oh, wow, that is adorable!"
Bar Manager,Oh.
Phyllis,Ten...
Michael,"If you're really interested, it's called 'Somehow I Manage' and there's going to be a picture of me on the cover, shrugging, with my sleeves rolled up."
Michael,"Yeah, I'm betting one more."
Bar Manager,Huh. Have you read Lee Iacocca's? It's a classic.
Phyllis,"Eleven, wow!"
Michael,"Read it? I own it. But no, I have not read it."
Michael,Good.
Bar Manager,"Dude, tonight! You're not going to want to put it down. It's gonna make you want to go out and buy a Chrysler tomorrow."
Everyone,Stan-ley! Stan-ley! Stan-ley...
Michael,I own a Chrysler.
Michael,"Alright, alright."
Bar Manager,Shut up.
Oscar,"Essentially, what we have here is one of those stories where a mother lifts a car to save her baby."
Michael,"No, you shut up."
Michael,"Well, it's not exactly fair. He's got all of his weight that's helping him go down."
Bar Manager,What's your drink?
Dwight,"25. Yeah! Come on, you can do it!"
Michael,Grenadine.
Phyllis,"One more, one more!"
Bar Manager,What?
Oscar,"You okay? You okay, Stanley?"
Andy,"We just have to throw everyone off the scent a little, so follow my lead."
Stanley,Excuse me.
Erin,Okay.
Jim,Wow.
Andy,Hi.
Oscar,"Hey. Matt, right?"
Girl at table,Hi.
Matt,"Hey, Oscar. You're here early."
Andy,"I don't normally do this, but..."
Oscar,I always come in at 7.
Girl at table,Do what?
Warehouse Guy,"No, you don't."
Andy,Just sit down next to a beautiful woman and start talking to myself to confuse other people.
Oscar,"Well... Hey, uh, are you doing anything later tonight?"
Erin,"Hey, big boy. Do you like it when I do that?"
Matt,"I don't know. I'm free. If you hear of anything going on, let me know."
Andy,What are you doing?
Oscar,Yeah.
Erin,What we said to do.
Oscar,"Yeah, we talked this morning and we talked at Christmas. So, a little momentum there. Just a couple of hours to kill before work."
Andy,"We didn't say we were gonna, like, start groping strangers!"
Darryl,"Hey, what's up?"
Erin,I was flirting with a man.
Oscar,"Hey, nice office."
Andy,Get in here. Where did you learn to talk like that?
Darryl,"Thanks, it's cool. So..."
Erin,The movies. I don't know.
Oscar,"You know what we haven't done in a while? Happy hour. Upstairs, the warehouse, everybody just going out for a drink."
Andy,"Well, what movie? Black Snake Moan?"
Darryl,Has that ever happened? Ever?
Michael,I manage a paper company-Dunder Mifflin/Sabre.
Oscar,Didn't we? I think we did.
Bar Manager,You have a card?
Darryl,You want me to invite Matt?
Michael,I did. I actually put it in your bowl.
Oscar,"Yeah, the whole gang, Matt included."
Bar Manager,Stanley Hudson?
Darryl,"Look, just be straight with me, man. You can be gay with Matt, just be straight with me."
Michael,"No, no."
Oscar,So happy hour.
Bar Manager,"Whoa, a lot of Stanley Hudson's in here."
Darryl,Happy hour. My pleasure.
Michael,"No, it's Michael Scott."
Oscar,All right.
Bar Manager,Michael Scott?
Oscar,So what do you think?
Michael,He is I.
Phyllis,"Hmmm, I saw a new drink on TV I'd like to try. I'll ask Bob."
Bar Manager,You just won yourself a lunch.
Phyllis,"Yeah, I love going to bars with Bob. I tend to wear something low-cut, get men to flirt with me, and Bob beats 'em up. What?"
Michael,"Oh, hey guys."
Andy,A bunch of us are talking about happy hour.
Julie,I think I'm gonna go.
Jim,"I would love, love, love to go. Only problem is, Pam's at home with the baby and I think she wants a night in."
Pam,Really?
Andy,"Oh, baloney."
Julie,Yeah.
Jim,Good one.
Pam,"I'm sorry, he's not usually like that."
Andy,Ring her up.
Julie,What's he usually like?
Jim,"Absolutely, I will do that right now."
Pam,"He's more, just... like... you can go."
Jim,"I gotta tell you, this baby is amazing. She gets me out of everything. And I - and I love her. I also love her, very much."
Julie,Yeah.
Jim,"So some of the co-workers were thinking of going out tonight, but I told them-"
Jim,All right.
Pam,Yes! Yes! I would love to!
Pam,Okay. Bye.
Andy,Ha! Knew it!
Jim,See ya. Nice girl.
Pam,"It's been so long since I've been with adults. I am so excited to see everybody. Creed, Ryan. Oh my God, Stanley! Stanley's going to be there. Yes, oh my God!"
Pam,Yeah.
Jim,I did not see this coming.
Michael,"Hey, Julie! You having fun?"
Andy,"Erin, I need you to fax this and get me a confirmation, pronto. Are you going later?"
Bar Manager,"So... when are you coming in for that free lunch? You're gonna want to come in on a day that I'm working. Uh, maybe I can hear more about that book, too."
Erin,"Sure, if you are."
Darryl,"Hey, man, you put together a pretty fun night for everybody. I saw you talking to Hide. Did you hear that dude's life story? It's amazing, right?"
Andy,Yes.
Oscar,I couldn't understand a word he said.
Erin,"Talk to me that way again, and I'll cut your face off."
Darryl,"Let me tell you something, Oscar. All right, Matt's an okay dude, but he's a dummy. You guys got nothing in common."
Andy,Whoa.
Oscar,Maybe you're right. I should count myself lucky.
Andy,"We recently struck up a romantic relationship. And, um... but we're kinda keeping it quiet for now 'cause it's still kind of a new thing. It's a little delicate, and we just don't want all the drama."
Matt,"Hey, what's up?"
Erin,Exactly.
Oscar,"There he is! Hey, hey, hey."
Andy,"Yeah, cause when everyone knows- That's actually pretty funny, but in general, you know."
Matt,Anyone up for some hoops?
Erin,Quiet.
Oscar,Sure. Hoops!
Andy,"Hey, boss man."
Matt,Let's do it.
Michael,Yes?
Oscar,"Hoop it up, right."
Andy,"A bunch of us are going to get some drinks, you in?"
Andy,This is not what I want my relationship to look like.
Michael,"Ladies and gentleman, it is quitting time."
Andy,"Hi, ladies and gentlemen. My name is Andrew Bernard, and I've been on two dates with Erin Hannon and they went well, and there will probably be more. Thank you."
Andy,"I'm sorry, I meant later."
Andy,"You know, it got to the point where keeping it a secret was just too much drama. And I hate drama, so there you go."
Michael,"Ok, yes. Sure."
Erin,You love drama.
Andy,For happy hour?
Andy,"I know, I do, right? I'm a total drama queen."
Michael,"No, I got that."
Dwight,"With this move, he can't get you."
Andy,Trying to get a head count.
Isabel,"Well, I think that he could counter that move. The Scranton strangler is a professional strangler."
Michael,I am in.
Dwight,"Oh, please. I wish he'd come after me. I would be like-aaah!"
Andy,"All right, yes! It's a deal."
Angela,Dwight Schrute! Dwight Kurt Schrute.
Michael,It's a deal.
Dwight,Sh-what?
Pam,"Oh, hey, I invited my friend Julie."
Angela,You are hereby served with a summons to appear in Lackawanna county court.
Jim,Okay.
Dwight,"No, no, no. Blah blah blah blah!"
Pam,I want her to meet Michael.
Angela,For breach of contract with Angela Noelle Martin.
Jim,Why?
Isabel,What are you talking about?
Pam,"They're both single, I have a sense they might-"
Dwight,What are you-
Jim,You've been gone for a long time.
Angela,"Dwight recently entered into a contract with me, establishing intent to conceive and raise a child with me."
Pam,It is not that. Kevin! Oh!
Dwight,Angela...
Kevin,Yeah!
Angela,Did he not tell you that?
Pam,"Hey, how are you?"
Dwight,You're really putting me in an awkward position here.
Kevin,"Oh, I missed you so much."
Angela,Do you plan on raising a child with me? Or do you plan on breaking this contract?
Pam,Aw!
Dwight,"Angela, not here!"
Kevin,Yeah!
Angela,Dwight?
Pam,Yeah!
Isabel,Whack!
Kevin,Waaah!
Angela,You'll see me in small claims court!
